year	state	inc	def	tpop	yd	ydpc	esrcb	esrcbpc	esrcd	resrcd	esrcbg	esrcbgpc	esrcdg	resrcdg	hdd	cdd
1977	US	1387596000	55.4	219760	2504685920.58	11397.37	2201.56	0.01	11.87	21.43	4914.37	0.02	2.3	4.16	0.49	0.13
1978	US	1563404000	59.4	222095	2631993265.99	11850.75	2301.28	0.01	12.63	21.27	4986.93	0.02	2.52	4.24	0.49	0.12
1979	US	1745699000	64.7	224567	2698143740.34	12014.87	2329.78	0.01	13.6	21.02	5052.42	0.02	2.92	4.52	0.46	0.11
1980	US	1947750000	71.4	226546	2727941176.47	12041.44	2448.09	0.01	15.71	22	4855.37	0.02	3.6	5.05	0.45	0.13
1981	US	2167122000	77.8	229637	2785503856.04	12130.03	2464.37	0.01	18.17	23.36	4652.07	0.02	4.19	5.39	0.48	0.12
1982	US	2313919000	82.2	231996	2814986618	12133.77	2489.12	0.01	20.11	24.46	4750.72	0.02	5.05	6.14	0.44	0.11
1983	US	2490782000	86.2	234284	2889538283.06	12333.49	2562.24	0.01	21.04	24.41	4514.52	0.02	5.88	6.83	0.47	0.13
1984	US	2751224000	89.6	236477	3070562500	12984.61	2661.67	0.01	20.96	23.39	4684.96	0.02	5.95	6.64	0.44	0.12
1985	US	2933434000	93.1	238736	3150842105.26	13198.02	2708.9	0.01	21.66	23.26	4566.06	0.02	5.94	6.38	0.44	0.12
1986	US	3122832000	96	241107	3252950000	13491.73	2794.73	0.01	21.75	22.65	4432.33	0.02	5.67	5.91	0.44	0.12
1987	US	3278835000	100	243427	3278835000	13469.48	2901.6	0.01	21.82	21.82	4435.73	0.02	5.39	5.39	0.46	0.13
1988	US	3537201000	104.2	245785	3394626679.46	13811.37	3046.46	0.01	21.92	21.04	4757.44	0.02	5.32	5.11	0.45	0.13
1989	US	3776431000	109.3	248239	3455106129.92	13918.47	3089.65	0.01	22.41	20.5	4925.38	0.02	5.47	5.01	0.44	0.12
1990	US	4029762000	115	248710	3504140869.57	14089.26	3152.75	0.01	22.96	19.97	4518.51	0.02	5.63	4.9	0.41	0.13
